,account,is_momentum,is_reverse,is_institution,age,open_time
1331,519154743215,1,0,0,52.0,856.0
1332,519154743217,0,0,0,34.0,853.0
1333,519154743221,0,0,0,41.0,842.0
1334,519154743316,0,0,0,35.0,829.0
1335,519154743319,0,0,0,34.0,804.0
1336,519154743320,0,0,0,29.0,804.0
1337,519154743321,0,0,0,29.0,803.0
1338,519154743322,0,0,0,39.0,802.0
1339,519154743414,1,0,0,50.0,795.0
1340,519154743415,0,0,0,29.0,795.0
1341,519154743416,0,0,0,37.0,794.0
1342,519154743421,1,0,0,45.0,779.0
1343,519154743422,0,0,0,30.0,780.0
1344,519154752514,0,0,0,27.0,877.0
1345,519154752522,1,0,0,42.0,755.0
1346,519154752615,0,0,0,28.0,737.0
1347,519154752617,0,0,0,42.0,732.0
1348,519154752619,0,0,0,43.0,732.0
1349,519154752622,0,0,0,43.0,720.0
1350,519154752717,0,0,0,44.0,705.0
1351,519154752722,0,0,0,44.0,695.0
1352,519154752723,0,0,0,54.0,676.0
1353,519154752814,0,0,0,34.0,674.0
1354,519154752816,0,0,0,26.0,664.0
1355,519154752823,0,0,0,43.0,647.0
1356,519154753015,0,0,0,40.0,643.0
1357,519154753016,0,1,0,43.0,641.0
1358,519154753017,1,0,0,31.0,626.0
1359,519154753021,0,0,0,52.0,1894.0
1360,519154753023,1,0,0,44.0,643.0
1361,519154753116,1,0,0,30.0,613.0
1362,519154753122,0,0,0,28.0,600.0
1363,519154753214,0,0,0,25.0,590.0
1364,519154753219,0,1,0,63.0,1451.0
1365,519154753220,0,1,0,55.0,1451.0
1366,519154753221,0,0,0,33.0,1965.0
1367,519154753223,0,1,0,59.0,1493.0
1368,519154753315,0,0,0,65.0,1404.0
1369,519154753316,0,0,0,61.0,1398.0
1370,519154753319,0,0,0,47.0,579.0
1371,519154753320,0,0,0,44.0,1287.0
1372,519154753321,0,0,0,34.0,1298.0
1373,519154753322,0,1,0,36.0,1101.0
1374,519154753323,0,0,0,36.0,1241.0
1375,519154753416,0,0,0,21.0,566.0
1376,519154753417,0,0,0,44.0,566.0
1377,519154753421,0,0,0,29.0,566.0
1378,519154762515,0,1,0,40.0,1164.0
1379,519154762520,0,0,0,45.0,963.0
1380,519154762614,0,1,0,42.0,563.0
1381,519154762617,0,0,0,36.0,555.0
1382,519154762619,0,0,0,30.0,552.0
1383,519154762620,0,0,0,40.0,552.0
1384,519154762716,0,0,0,35.0,545.0
1385,519154762720,0,0,0,36.0,544.0
1386,519154762814,0,0,0,46.0,542.0
1387,519154762819,0,0,0,34.0,538.0
1388,519154762821,0,0,0,53.0,531.0
1389,519154762822,0,0,0,31.0,531.0
1390,519154763017,0,0,0,47.0,1278.0
1391,519154763020,0,0,0,65.0,1308.0
1392,519154763022,1,0,0,45.0,1376.0
1393,519154763114,0,0,0,28.0,1264.0
1394,519154763115,0,0,0,46.0,1257.0
1395,519154763120,0,0,0,39.0,1283.0
1396,519154763216,1,0,0,45.0,1273.0
1397,519154763222,0,0,0,35.0,1271.0
1398,519154763315,0,0,0,37.0,1189.0
1399,519154763317,0,1,0,25.0,1175.0
1400,519154763319,0,0,0,43.0,1353.0
1401,519154763320,0,0,0,38.0,1264.0
1402,519154763323,1,0,0,31.0,1329.0
1403,519154763416,0,0,0,43.0,1164.0
1404,519154763420,0,0,0,41.0,1077.0
1405,519154763421,0,0,0,37.0,530.0
1406,519154763423,0,0,0,43.0,1150.0
1407,519154772515,0,0,0,36.0,1615.0
1408,519154772517,0,0,0,36.0,1616.0
1409,519154772519,0,0,0,39.0,1615.0
1410,519154772614,0,0,0,35.0,1616.0
1411,519154772615,1,0,0,36.0,1616.0
1412,519154772616,0,0,0,40.0,1591.0
1413,519154772620,0,0,0,35.0,1598.0
1414,519154772621,0,0,0,35.0,1598.0
1415,519154772622,0,0,0,36.0,1592.0
1416,519154772623,0,0,0,42.0,1585.0
1417,519154772714,0,0,0,38.0,1591.0
1418,519154772716,0,0,0,27.0,1586.0
1419,519154772720,0,0,0,35.0,1579.0
1420,519154772722,0,0,0,40.0,1579.0
1421,519154772723,0,0,0,34.0,1574.0
1422,519154772814,1,0,0,47.0,1574.0
1423,519154772817,0,0,0,45.0,1573.0
1424,519154772820,0,0,0,37.0,1570.0
1425,519154772822,0,0,0,50.0,1567.0
1426,519154773015,0,0,0,50.0,1556.0
1427,519154773017,0,0,0,30.0,1518.0
1428,519154773114,0,1,0,45.0,1515.0
1429,519154773115,0,0,0,40.0,1508.0
1430,519154773116,0,0,0,28.0,473.0
1431,519154773120,0,0,0,46.0,1567.0
1432,519154773123,0,0,0,45.0,1501.0
1433,519154773215,0,0,0,44.0,1556.0
1434,519154773220,0,0,0,43.0,1479.0
1435,519154773221,0,0,0,39.0,1559.0
1436,519154773314,0,1,0,49.0,1476.0
1437,519154773317,0,0,0,36.0,1468.0
1438,519154773319,0,0,0,37.0,1445.0
1439,519154773322,0,0,0,68.0,1616.0
1440,519154773323,0,0,0,34.0,1557.0
1441,519154773419,0,1,0,51.0,1433.0
1442,519154773421,1,0,0,34.0,1346.0
1443,519155682517,0,0,1,,
1444,519155682614,0,0,1,,
1445,519155682621,0,0,1,,
1446,519155682623,0,0,1,,
1447,519155682717,0,0,1,,
1448,519155682723,0,0,1,,
1449,519155682819,0,0,1,,
1450,519155683023,0,0,1,,
1451,519155683215,0,0,1,,
1452,519155683217,0,0,1,,
1453,519155683220,0,0,1,,
1454,519155683221,0,0,1,,
1455,519156682516,0,0,0,29.0,522.0
1456,519156682517,0,0,0,44.0,523.0
1457,519156682522,0,0,0,44.0,527.0
1458,519156682615,0,0,0,41.0,513.0
1459,519156682617,1,0,0,48.0,509.0
1460,519156682619,0,0,0,45.0,508.0
1461,519156682620,0,0,0,70.0,508.0
1462,519156682623,0,0,0,28.0,503.0
1463,519156682714,0,0,0,48.0,481.0
1464,519156682715,0,0,0,27.0,473.0
1465,519156682720,0,0,0,34.0,467.0
1466,519156682721,0,0,0,28.0,467.0
1467,519156682722,0,0,0,34.0,464.0
1468,519156682723,0,0,0,42.0,464.0
1469,519156682816,0,0,0,42.0,447.0
1470,519156682817,0,0,0,34.0,443.0
1471,519156682819,0,0,0,62.0,431.0
1472,519156682821,0,0,0,26.0,424.0
1473,519156682823,0,0,0,51.0,404.0
1474,519156683014,0,0,0,26.0,403.0
1475,519156683015,0,0,0,21.0,398.0
1476,519156683017,0,0,0,47.0,397.0
1477,519156683021,1,0,0,50.0,384.0
1478,519156683115,0,1,0,32.0,362.0
1479,519156683116,0,1,0,32.0,359.0
1480,519156683121,1,0,0,41.0,310.0
1481,519156683215,0,0,0,41.0,306.0
1482,519156683217,0,0,0,46.0,256.0
1483,519156683220,1,0,0,24.0,221.0
1484,519156683222,0,0,0,33.0,201.0
1485,519156683223,0,0,0,38.0,179.0
1486,519156683316,0,0,0,50.0,80.0
1487,519156683317,0,0,0,29.0,58.0
1488,519163692514,1,0,0,35.0,541.0
1489,519163692517,0,0,0,29.0,538.0
1490,519163692714,0,0,0,35.0,502.0
1491,519163692716,0,0,0,37.0,502.0
1492,519163692717,0,0,0,28.0,501.0
1493,519163692723,0,1,0,33.0,473.0
1494,519163692816,0,0,0,27.0,447.0
1495,519163693015,0,0,0,54.0,438.0
1496,519163693117,0,0,0,42.0,429.0
1497,519163693122,1,0,0,36.0,425.0
1498,519163693216,0,0,0,28.0,424.0
1499,519163693422,0,0,0,44.0,411.0
1500,519163693423,1,0,0,45.0,411.0
1501,519163702516,0,0,0,62.0,410.0
1502,519163702523,0,0,0,23.0,404.0
1503,519163702623,1,0,0,35.0,401.0
1504,519163702715,0,0,0,42.0,398.0
1505,519163702720,0,1,0,30.0,397.0
1506,519163702822,0,1,0,42.0,389.0
1507,519163703015,0,0,0,49.0,389.0
1508,519163703016,0,0,0,47.0,388.0
1509,519163703121,1,0,0,40.0,383.0
1510,519163703219,0,0,0,47.0,382.0
1511,519163703222,1,0,0,62.0,381.0
1512,519163703317,0,0,0,46.0,380.0
1513,519163703322,0,0,0,33.0,380.0
1514,519163703420,0,0,0,37.0,377.0
1515,519163703421,1,0,0,40.0,377.0
1516,519163712514,1,0,0,44.0,377.0
1517,519163712515,0,0,0,30.0,541.0
1518,519163712517,0,0,0,54.0,376.0
1519,519163712720,0,0,0,46.0,374.0
1520,519163712722,0,0,0,33.0,373.0
1521,519163713022,0,0,0,42.0,369.0
1522,519163713316,0,0,0,32.0,361.0
1523,519163713317,0,0,0,47.0,363.0
1524,519163713319,0,0,0,42.0,363.0
1525,519163713323,1,0,0,44.0,361.0
1526,519163713418,0,0,0,44.0,360.0
1527,519163713421,0,0,0,35.0,359.0
1528,519163713422,0,0,0,34.0,359.0
1529,519163732515,0,0,0,46.0,359.0
1530,519163732614,1,0,0,32.0,356.0
1531,519163732616,0,0,0,42.0,354.0
1532,519163732714,1,0,0,37.0,348.0
1533,519163732814,1,0,0,39.0,345.0
1534,519163732820,0,0,0,46.0,340.0
1535,519163732823,0,0,0,31.0,339.0
1536,519163733020,1,0,0,35.0,333.0
1537,519163733116,0,0,0,36.0,320.0
1538,519163733120,0,0,0,57.0,318.0
1539,519163733122,0,0,0,39.0,317.0
1540,519163733123,0,0,0,34.0,314.0
1541,519163733217,0,1,0,29.0,313.0
1542,519163733219,0,0,0,32.0,313.0
1543,519163733222,0,0,0,45.0,312.0
1544,519163733317,0,0,0,33.0,304.0
1545,519163733321,1,0,0,54.0,300.0
1546,519163733322,0,0,0,33.0,300.0
1547,519163733417,1,0,0,25.0,291.0
1548,519163733420,0,0,0,34.0,289.0
1549,519163733421,0,0,0,41.0,285.0
1550,519163733422,0,0,0,27.0,282.0
1551,519163742515,1,0,0,41.0,262.0
1552,519163742517,0,0,0,28.0,236.0
1553,519163742519,0,0,0,36.0,215.0
1554,519163742521,0,0,0,44.0,208.0
1555,519163742522,0,0,0,38.0,212.0
1556,519163742523,1,0,0,49.0,207.0
1557,519163742616,1,0,0,29.0,184.0
1558,519163742619,0,0,0,34.0,179.0
1559,519163742622,0,0,0,28.0,166.0
1560,519163742720,0,0,0,43.0,153.0
1561,519163742814,0,0,0,31.0,137.0
1562,519163742815,0,0,0,37.0,136.0
1563,519163742816,0,0,0,35.0,135.0
1564,519163742820,0,0,0,35.0,128.0
1565,519163742821,0,0,0,34.0,124.0
1566,519163743015,1,0,0,31.0,121.0
1567,519163743115,0,0,0,27.0,101.0
1568,519163743117,0,0,0,33.0,83.0
1569,519163743120,0,0,0,37.0,73.0
1570,519163743121,0,0,0,64.0,67.0
1571,519163743123,0,0,0,31.0,51.0
1572,519163743214,0,0,0,56.0,46.0
1573,519754682516,0,0,0,37.0,3217.0
1574,519754682517,0,0,0,62.0,3210.0
1575,519754682520,1,0,0,39.0,3212.0
1576,519754682615,0,0,0,56.0,3198.0
1577,519754682616,0,0,0,52.0,3198.0
1578,519754682822,1,0,0,45.0,3142.0
1579,519754683017,0,0,0,31.0,2887.0
1580,519754683019,0,0,0,70.0,2883.0
1581,519754683214,0,0,0,44.0,3107.0
1582,519754683215,0,0,0,44.0,3107.0
1583,519754683217,0,0,0,37.0,3103.0
1584,519754683420,0,0,0,35.0,2993.0
1585,519754692514,1,0,0,35.0,2988.0
1586,519754692515,0,0,0,54.0,2981.0
1587,519754692521,0,0,0,35.0,2967.0
1588,519754692617,0,0,0,45.0,2967.0
1589,519754693023,0,0,0,30.0,2932.0
1590,519754693219,0,0,0,36.0,2923.0
1591,519754693223,0,0,0,54.0,2984.0
1592,519754693320,0,0,0,31.0,2915.0
1593,519754693321,0,0,0,55.0,2911.0
1594,519754693420,1,0,0,35.0,2882.0
1595,519754702520,0,0,0,52.0,2879.0
1596,519754702621,0,1,0,51.0,2860.0
1597,519754702623,0,0,0,43.0,2860.0
1598,519754703014,0,1,0,69.0,2826.0
1599,519754703020,0,1,0,53.0,2823.0
1600,519754712514,0,0,0,43.0,2792.0
1601,519754712621,0,0,0,32.0,2778.0
1602,519754712623,0,0,0,37.0,2777.0
1603,519754712716,0,1,0,36.0,2771.0
1604,519754712719,0,0,0,28.0,2762.0
1605,519754712814,0,0,0,48.0,2750.0
1606,519754713020,1,0,0,49.0,2720.0
1607,519754713219,0,0,0,32.0,2706.0
1608,519754713321,1,0,0,49.0,2698.0
1609,519754732521,0,0,0,47.0,2673.0
1610,519754732619,0,0,0,49.0,2650.0
1611,519754732621,1,0,0,52.0,2641.0
1612,519754732722,0,0,0,40.0,2629.0
1613,519754733014,0,1,0,46.0,2606.0
1614,519754733114,0,0,0,33.0,2592.0
1615,519754733116,0,0,0,46.0,2589.0
1616,519754733122,0,0,0,50.0,2582.0
1617,519754742514,0,0,0,35.0,2532.0
1618,519754742519,1,0,0,49.0,2503.0
1619,519754742521,0,1,0,34.0,2503.0
1620,519754742622,0,0,0,41.0,2873.0
1621,519754742720,0,0,0,54.0,2475.0
1622,519754742817,0,1,0,48.0,2460.0
1623,519754742820,0,0,0,37.0,2554.0
1624,519754742822,0,0,0,37.0,2456.0
1625,519754742823,0,0,0,44.0,2452.0
1626,519754743117,0,0,0,43.0,2428.0
1627,519754743123,0,1,0,36.0,2431.0
1628,519754743321,1,0,0,45.0,2417.0
1629,519754743415,0,0,0,39.0,2414.0
1630,519754743419,1,0,0,55.0,2413.0
1631,519754743423,0,0,0,43.0,2882.0
1632,519754752519,0,0,0,47.0,2406.0
1633,519754752520,0,1,0,52.0,2407.0
1634,519754752619,1,0,0,36.0,2385.0
1635,519754752714,1,0,0,51.0,2384.0
1636,519754752723,0,0,0,46.0,2368.0
1637,519754752814,1,0,0,55.0,2365.0
1638,519754752816,0,0,0,48.0,2357.0
1639,519754752817,0,1,0,30.0,2357.0
1640,519754752822,0,0,0,56.0,2351.0
1641,519754753020,0,0,0,30.0,2348.0
1642,519754753116,0,1,0,44.0,2342.0
1643,519754753122,0,0,0,47.0,2336.0
1644,519754753214,0,0,0,59.0,2376.0
1645,519754753215,0,0,0,61.0,2351.0
1646,519754753216,0,1,0,65.0,2342.0
1647,519754753221,0,0,0,35.0,2796.0
1648,519754753314,0,0,0,46.0,2336.0
1649,519754753322,1,0,0,48.0,2750.0
1650,519754753414,0,0,0,33.0,2326.0
1651,519754753421,0,0,0,37.0,2309.0
1652,519754753423,0,0,0,48.0,2369.0
1653,519754762515,0,0,0,31.0,2298.0
1654,519754762523,0,0,0,38.0,2277.0
1655,519754762617,0,0,0,46.0,2263.0
1656,519754762623,0,0,0,46.0,2265.0
1657,519754762814,1,0,0,47.0,2253.0
1658,519754762815,0,1,0,43.0,2257.0
1659,519754763020,0,0,0,49.0,2838.0
1660,519754763023,0,0,0,54.0,2239.0
1661,519754763114,0,0,0,46.0,2243.0
1662,519754763116,0,0,0,51.0,2239.0
1663,519754763119,0,0,0,53.0,2232.0
1664,519754763322,0,0,0,54.0,3139.0
1665,519754763420,0,1,0,48.0,2215.0
1666,519754772516,0,0,0,61.0,2196.0
1667,519754772523,0,0,0,51.0,2057.0
1668,519754772619,0,0,0,51.0,2189.0
1669,519754772622,0,0,0,44.0,2050.0
1670,519754772720,0,0,0,38.0,2152.0
1671,519754772722,0,0,0,39.0,2166.0
1672,519754773022,0,0,0,47.0,2141.0
1673,519754773323,1,0,0,64.0,2132.0
1674,519755682621,0,0,1,,
1675,519755682815,0,0,1,,
1676,519755683016,1,0,1,,
1677,519755683317,0,0,1,,
1678,519755692523,0,0,1,,
1679,519755692722,0,0,1,,
1680,519755692814,0,0,1,,
1681,519755693022,0,0,1,,
1682,519755693123,0,0,1,,
1683,519755693221,0,0,1,,
1684,519755693223,0,1,1,,
1685,519755693320,0,0,1,,
1686,519755693322,0,0,1,,
1687,519755693420,0,0,1,,
1688,519755702515,1,0,1,,
1689,519755702716,0,0,1,,
1690,519755702722,0,0,1,,
1691,519755702723,0,1,1,,
1692,519755703019,0,1,1,,
1693,519755713116,0,0,1,,
1694,519755743120,0,0,1,,
1695,519755743322,0,0,1,,
1696,519755763022,0,0,1,,
1697,519756683022,0,0,0,36.0,2048.0
1698,519756683216,0,0,0,58.0,2127.0
1699,519756683314,0,0,0,39.0,2119.0
1700,519756683420,0,1,0,34.0,2106.0
1701,519756683423,0,1,0,42.0,2104.0
1702,519756692614,0,0,0,47.0,2027.0
1703,519756692814,0,0,0,50.0,1952.0
1704,519756692817,0,0,0,40.0,1949.0
1705,519756693015,0,0,0,29.0,1921.0
1706,519756693017,0,0,0,28.0,1908.0
1707,519756693021,0,0,0,49.0,1899.0
1708,519756693022,0,0,0,50.0,1899.0
1709,519756693114,0,0,0,38.0,1893.0
1710,519756693122,0,0,0,32.0,1866.0
1711,519756693215,0,0,0,59.0,1854.0
1712,519756693315,0,0,0,50.0,1831.0
1713,519756693317,0,0,0,59.0,1819.0
1714,519756693319,0,0,0,40.0,1824.0
1715,519756693415,0,1,0,35.0,1789.0
1716,519756693416,0,1,0,58.0,1797.0
1717,519756693417,0,0,0,36.0,1794.0
1718,519756693423,0,1,0,36.0,1773.0
1719,519756702514,1,0,0,37.0,1773.0
1720,519756702619,0,0,0,42.0,1760.0
1721,519756702620,0,0,0,54.0,1732.0
1722,519756702621,0,0,0,33.0,1745.0
1723,519756702623,0,0,0,51.0,1742.0
1724,519756702716,0,1,0,43.0,1761.0
1725,519756702720,0,1,0,32.0,1738.0
1726,519756702814,0,0,0,52.0,1719.0
1727,519756702821,0,0,0,32.0,1662.0
1728,519756703016,1,0,0,32.0,1690.0
1729,519756703021,0,0,0,41.0,2000.0
1730,519756703115,0,0,0,47.0,1627.0
1731,519756703116,1,0,0,40.0,1627.0
1732,519756703122,0,0,0,43.0,1675.0
1733,519756703123,0,0,0,27.0,1591.0
1734,519756703219,0,0,0,41.0,1560.0
1735,519756703221,0,0,0,50.0,1662.0
1736,519756703315,0,1,0,43.0,1546.0
1737,519756703316,1,0,0,43.0,1546.0
1738,519756703322,0,0,0,29.0,1643.0
1739,519756703415,0,1,0,46.0,1523.0
1740,519756703420,1,0,0,62.0,1524.0
1741,519756703422,1,0,0,38.0,1581.0
1742,519756712514,1,0,0,51.0,1502.0
1743,519756712520,0,0,0,47.0,1482.0
1744,519756712521,0,0,0,45.0,1482.0
1745,519756712522,0,0,0,45.0,1483.0
1746,519756712617,0,0,0,47.0,1474.0
1747,519756712620,0,1,0,38.0,1473.0
1748,519756712621,0,0,0,41.0,1473.0
1749,519756712622,0,0,0,35.0,1469.0
1750,519756712623,0,0,0,32.0,1468.0
1751,519756712715,1,0,0,61.0,1467.0
1752,519756712717,0,0,0,37.0,1409.0
1753,519756712720,0,1,0,38.0,1404.0
1754,519756712723,0,0,0,32.0,1398.0
1755,519756712821,0,0,0,46.0,1385.0
1756,519756712823,1,0,0,45.0,1376.0
1757,519756713014,0,0,0,47.0,1363.0
1758,519756713019,1,0,0,50.0,1364.0
1759,519756713020,0,0,0,32.0,1361.0
1760,519756713117,0,0,0,35.0,1349.0
1761,519756713121,1,0,0,34.0,1349.0
1762,519756713216,0,0,0,47.0,1335.0
1763,519756713217,0,0,0,37.0,1335.0
1764,519756713220,1,0,0,43.0,1335.0
1765,519756713314,0,0,0,39.0,1329.0
1766,519756713315,0,0,0,61.0,1329.0
1767,519756713319,0,0,0,29.0,1315.0
1768,519756713320,0,0,0,47.0,1313.0
1769,519756713321,0,0,0,52.0,1312.0
1770,519756713414,0,0,0,40.0,1311.0
1771,519756713423,0,0,0,53.0,1286.0
1772,519756732522,0,0,0,37.0,1265.0
1773,519756732523,0,0,0,30.0,1259.0
1774,519756732614,0,0,0,35.0,1258.0
1775,519756732615,0,0,0,41.0,1265.0
1776,519756732617,0,0,0,44.0,1263.0
1777,519756732619,0,0,0,31.0,1258.0
1778,519756732621,0,0,0,47.0,1235.0
1779,519756732622,1,0,0,27.0,1231.0
1780,519756732714,0,0,0,27.0,1235.0
1781,519756732717,0,0,0,31.0,1237.0
1782,519756732719,0,0,0,26.0,1237.0
1783,519756732721,1,0,0,30.0,1236.0
1784,519756732814,0,0,0,30.0,1231.0
1785,519756732815,0,0,0,34.0,1220.0
1786,519756732817,1,0,0,64.0,1216.0
1787,519756732819,0,0,0,30.0,1216.0
1788,519756732821,0,0,0,59.0,1208.0
1789,519756732822,0,0,0,43.0,1195.0
1790,519756732823,0,0,0,29.0,1203.0
1791,519756733017,0,0,0,31.0,1171.0
1792,519756733020,0,0,0,44.0,1167.0
1793,519756733022,0,1,0,28.0,1161.0
1794,519756733023,0,0,0,45.0,1159.0
1795,519756733114,0,0,0,53.0,1145.0
1796,519756733121,0,0,0,48.0,1126.0
1797,519756733216,0,0,0,47.0,1087.0
1798,519756733217,0,0,0,27.0,1054.0
1799,519756733220,0,1,0,34.0,1049.0
1800,519756733314,0,0,0,40.0,1574.0
1801,519756733322,0,0,0,43.0,1403.0
1802,519756733416,0,1,0,77.0,1013.0
1803,519756742515,0,0,0,53.0,978.0
1804,519756742519,0,0,0,39.0,956.0
1805,519756742522,0,0,0,45.0,950.0
1806,519756742614,0,0,0,52.0,940.0
1807,519756742622,0,0,0,40.0,900.0
1808,519756742714,0,0,0,33.0,885.0
1809,519756742719,0,0,0,39.0,853.0
1810,519756742819,1,0,0,50.0,779.0
1811,519756743015,1,0,0,28.0,767.0
1812,519756743017,0,0,0,30.0,759.0
1813,519756743019,0,1,0,26.0,758.0
1814,519756743020,0,0,0,46.0,766.0
1815,519756743022,0,1,0,37.0,753.0
1816,519756743023,0,0,0,37.0,753.0
1817,519756743114,0,0,0,39.0,751.0
1818,519756743116,0,0,0,32.0,737.0
1819,519756743117,0,0,0,32.0,732.0
1820,519756743120,0,0,0,65.0,809.0
1821,519756743121,0,0,0,48.0,727.0
1822,519756743214,0,0,0,44.0,726.0
1823,519756743216,1,0,0,49.0,712.0
1824,519756743220,0,0,0,49.0,711.0
1825,519756743222,0,0,0,28.0,710.0
1826,519756743223,1,0,0,44.0,710.0
1827,519756743315,0,0,0,43.0,702.0
1828,519756743317,0,0,0,28.0,675.0
1829,519756743321,0,0,0,34.0,675.0
1830,519756743323,0,0,0,36.0,670.0
1831,519756743414,0,0,0,42.0,669.0
1832,519756743420,0,0,0,41.0,657.0
1833,519756752519,0,0,0,41.0,646.0
1834,519756752521,0,1,0,36.0,642.0
1835,519756752614,0,0,0,36.0,629.0
1836,519756752615,0,0,0,24.0,622.0
1837,519756752616,0,0,0,51.0,621.0
1838,519756752621,0,0,0,28.0,614.0
1839,519756752623,0,0,0,41.0,592.0
1840,519756752714,0,0,0,27.0,604.0
1841,519756752715,0,0,0,28.0,604.0
1842,519756752716,0,0,0,30.0,594.0
1843,519756752719,0,0,0,29.0,591.0
1844,519756752720,0,1,0,36.0,639.0
1845,519756752817,0,1,0,48.0,572.0
1846,519756752821,0,0,0,39.0,551.0
1847,519756752823,0,0,0,33.0,550.0
1848,519756753019,0,0,0,50.0,545.0
1849,519756753023,0,0,0,37.0,538.0
1850,519756753115,1,0,0,29.0,528.0
1851,519756753116,0,1,0,42.0,524.0
1852,519756753117,0,0,0,40.0,502.0
1853,519756753120,0,0,0,32.0,653.0
1854,519756753121,0,0,0,41.0,489.0
1855,519756753122,0,0,0,47.0,544.0
1856,519756753123,0,0,0,44.0,635.0
1857,519756753214,0,0,0,54.0,494.0
1858,519756753219,0,0,0,47.0,450.0
1859,519756753220,0,0,0,27.0,446.0
1860,519756753223,0,0,0,44.0,425.0
1861,519756753316,0,0,0,43.0,419.0
1862,519756753317,0,0,0,34.0,419.0
1863,519756753321,0,0,0,45.0,397.0
1864,519756753422,0,0,0,72.0,380.0
1865,519756762514,0,0,0,41.0,373.0
1866,519756762516,0,0,0,42.0,354.0
1867,519756762517,0,0,0,63.0,354.0
1868,519756762520,0,0,0,49.0,305.0
1869,519756762521,0,0,0,46.0,304.0
1870,519756762616,0,0,0,55.0,282.0
1871,519756762617,0,1,0,39.0,271.0
1872,519756762620,0,0,0,63.0,269.0
1873,519756762714,0,0,0,41.0,249.0
1874,519756762717,1,0,0,45.0,247.0
1875,519756762722,0,0,0,46.0,1236.0
1876,519756762814,0,0,0,60.0,216.0
1877,519756762815,0,0,0,49.0,214.0
1878,519756762816,0,0,0,42.0,214.0
1879,519756762817,0,0,0,26.0,214.0
1880,519756762819,0,0,0,49.0,200.0
1881,519756762822,0,0,0,33.0,191.0
1882,519756763022,0,0,0,63.0,290.0
1883,519756763120,0,0,0,64.0,317.0
1884,519756763221,0,1,0,49.0,59.0
1885,519756763323,0,0,0,45.0,58.0
1886,519756773120,0,0,0,53.0,578.0
1887,519756773322,0,0,0,39.0,520.0
1888,519757682515,0,0,0,37.0,495.0
1889,519757682516,0,0,0,30.0,475.0
1890,519757682517,1,0,0,26.0,439.0
1891,519757682614,1,0,0,28.0,349.0
1892,519757682616,0,0,0,40.0,257.0
1893,519757682617,0,0,0,46.0,255.0
1894,519757682620,0,0,0,52.0,236.0
1895,519757682623,1,0,0,55.0,229.0
1896,519757682714,0,0,0,28.0,223.0
1897,519757682715,0,0,0,32.0,221.0
1898,519757682717,0,0,0,33.0,214.0
1899,519757682720,0,0,0,35.0,194.0
1900,519757682721,1,0,0,27.0,188.0
1901,519757682814,0,0,0,46.0,185.0
1902,519757682815,0,0,0,24.0,181.0
1903,519757682816,0,0,0,31.0,180.0
1904,519757682817,0,0,0,43.0,179.0
1905,519757682823,0,0,0,35.0,158.0
1906,519757683016,1,0,0,47.0,125.0
1907,519757683020,1,0,0,47.0,121.0
1908,519757683021,0,0,0,32.0,104.0
1909,519757683114,0,0,0,30.0,80.0
1910,519757683119,0,0,0,31.0,48.0
1911,528954683014,0,0,0,64.0,4558.0
1912,528954683217,0,0,0,71.0,4558.0
1913,528954683317,1,0,0,54.0,4558.0
1914,528954692623,0,0,0,50.0,4517.0
1915,528954693223,1,0,0,38.0,4213.0
1916,528954702721,0,1,0,50.0,3884.0
1917,528954702821,0,0,0,49.0,3635.0
1918,528954713322,0,0,0,64.0,3463.0
1919,528954732616,1,0,0,54.0,3440.0
1920,528954732716,0,0,1,,
1921,528954733022,0,0,0,48.0,3709.0
1922,528954733315,0,0,0,39.0,3373.0
1923,528954742515,0,0,0,46.0,3583.0
1924,529454682519,0,0,0,55.0,3369.0
1925,529554682719,0,0,0,34.0,3300.0
1926,529554682720,1,0,0,45.0,3310.0
1927,538954682523,0,0,1,,
1928,538954682622,0,0,0,62.0,3359.0
1929,538954682720,0,0,1,,
1930,538954683120,0,0,1,,
1931,538960753323,1,0,0,42.0,2701.0
1932,539454682515,0,0,0,55.0,3491.0
1933,539454682516,0,0,0,47.0,3489.0
1934,539454682719,1,0,0,46.0,3428.0
1935,539454682720,0,0,0,40.0,3413.0
1936,539454682814,0,0,0,41.0,3427.0
1937,539454682819,0,0,0,55.0,3413.0
1938,539454682915,1,0,0,55.0,3387.0
1939,539454702622,0,1,0,43.0,3191.0
1940,539454702722,0,0,0,40.0,3146.0
1941,539454702816,0,0,0,56.0,3124.0
1942,539454703016,0,0,0,33.0,3096.0
1943,539454703116,0,0,0,46.0,3062.0
1944,539454712515,0,0,0,38.0,2970.0
1945,539454712714,0,0,0,35.0,2848.0
1946,539454712722,0,0,0,40.0,2820.0
1947,539454712822,0,0,0,65.0,2750.0
1948,539454712919,0,0,0,77.0,2741.0
1949,539454712920,0,0,0,30.0,2741.0
1950,539454712922,0,0,0,74.0,2733.0
1951,539454713019,1,0,0,39.0,2719.0
1952,539454713114,0,0,0,35.0,2719.0
1953,539454713117,0,0,0,44.0,2705.0
1954,539454713320,0,0,0,65.0,2677.0
1955,539454713417,0,0,0,54.0,2651.0
1956,539454713420,0,0,0,43.0,2638.0
1957,539454732616,1,0,0,40.0,2581.0
1958,539454732617,0,0,0,39.0,2578.0
1959,539454733216,0,0,0,41.0,1931.0
1960,539454733221,0,0,0,37.0,1773.0
1961,539454742519,0,1,0,36.0,1718.0
